image,gt_class,gt_class_id,error_type,best_iou_any,best_iou_same_class,best_pred_class_id
100838984_K56778_F1B05-136_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
100840244_K56743_F1B05-134_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
100841493_K56708_F1B05-132_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
100842742_K56673_F1B05-130_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
100845239_K56603_F1B05-126_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
100846465_K56568_F1B05-124_1_21.jpg,CBHPM,5,no_overlapping_detection,0.04082620327056458,0.0,3
100847689_K56533_F1B05-122_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
100850176_K56463_F1B05-118_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
100851404_K56428_F1B05-116_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,1
100855169_K56323_F1B05-110_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
100934634_K55165_F1B05-048_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
100935922_K55125_F1B05-046_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
100937208_K55085_F1B05-044_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
100938520_K55045_F1B05-042_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
100941129_K54965_F1B05-038_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
100942460_K54925_F1B05-036_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
100943761_K54885_F1B05-034_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
100945061_K54845_F1B05-032_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
100946383_K54805_F1B05-030_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
100949065_K54725_F1B05-026_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
100953075_K54605_F1B05-020_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
100954430_K54565_F1B05-018_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
100955788_K54525_F1B05-016_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
100957152_K54485_F1B05-014_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
100958564_K54445_F1B05-012_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
100959981_K54405_F1B05-010_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,1
101031896_K53481_F1B04-1018_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101031896_K53481_F1B04-1018_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101033246_K53441_F1B04-1016_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,4
101127809_K51829_F1B04-934_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101130469_K51750_F1B04-930_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101131852_K51711_F1B04-928_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101133002_K51670_F1B04-926_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101134993_K51577_F1B04-920_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101137467_K51539_F1B04-918_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101140208_K51459_F1B04-914_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101141617_K51419_F1B04-912_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101143128_K51379_F1B04-910_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101146409_K51299_F1B04-906_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101148227_K51259_F1B04-904_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101152001_K51178_F1B04-900_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101153920_K51140_F1B04-898_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101202863_K50939_F1B04-886_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101204260_K50909_F1B04-884_1_21.jpg,CBVPM,6,overlapped_by_wrong_class_or_location,0.1750689358657615,0.0,14
101205677_K50879_F1B04-882_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101205677_K50879_F1B04-882_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
101208490_K50819_F1B04-878_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101209888_K50789_F1B04-876_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101212702_K50729_F1B04-872_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101214108_K50699_F1B04-870_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101215516_K50669_F1B04-868_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101218329_K50609_F1B04-864_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
101219727_K50579_F1B04-862_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101221134_K50549_F1B04-860_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101221134_K50549_F1B04-860_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101223935_K50489_F1B04-856_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101225351_K50459_F1B04-854_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101226746_K50429_F1B04-852_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101228155_K50399_F1B04-850_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,1
101229565_K50369_F1B04-848_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101234047_K50276_F1B04-840a_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101235984_K50250_F1B04-840_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101237980_K50213_F1B04-838_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101239847_K50172_F1B04-836_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,3
101241248_K50135_F1B04-834_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101244569_K50075_F1B04-830_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101246217_K50042_F1B04-828_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,0
101247878_K50009_F1B04-826_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,4
101251572_K49943_F1B04-822_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101253501_K49909_F1B04-820_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101255888_K49877_F1B04-818_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101258745_K49841_F1B04-816_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101301757_K49804_F1B04-814_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101305603_K49802_F1B04-812a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
101406217_K49741_F1B04-810_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101413823_K49679_F1B04-806_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101415958_K49644_F1B04-804_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101417878_K49612_F1B04-802_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101419743_K49580_F1B04-800_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,11
101423254_K49510_F1B04-796_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101425000_K49472_F1B04-794_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101427695_K49395_F1B04-790_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101428933_K49335_F1B04-786_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,15
101430220_K49333_F1B04-784a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101431273_K49298_F1B04-784_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101433567_K49237_F1B04-780_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101436049_K49167_F1B04-776_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101437328_K49127_F1B04-774_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101437328_K49127_F1B04-774_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101439751_K49047_F1B04-770_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101439751_K49047_F1B04-770_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101442137_K48967_F1B04-766_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101444590_K48887_F1B04-762_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101447220_K48806_F1B04-758_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
101447220_K48806_F1B04-758_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101449927_K48726_F1B04-754_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101451440_K48687_F1B04-752_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101454669_K48606_F1B04-748_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101458197_K48525_F1B04-744_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,3
101458197_K48525_F1B04-744_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,3
101459743_K48492_F1B04-742_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101501543_K48432_F1B04-738_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,4
101506546_K48395_F1B04-736_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101514388_K48315_F1B04-732_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101624226_K48245_F1B04-728_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101631880_K48126_F1B04-722_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101633564_K48086_F1B04-720_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101636323_K48019_F1B04-714a_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,1
101636323_K48019_F1B04-714a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,1
101640962_K47907_F1B04-710_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101701131_K47227_F1B04-676_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,4
101719058_K46545_F1B04-638_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,3
101720094_K46511_F1B04-636_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101721182_K46471_F1B04-634_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101722237_K46430_F1B04-632_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101724285_K46350_F1B04-628_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101725389_K46311_F1B04-626_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
101725389_K46311_F1B04-626_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101726404_K46268_F1B04-624_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,4
101728497_K46190_F1B04-620_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101728497_K46190_F1B04-620_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101729537_K46149_F1B04-618_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101730583_K46109_F1B04-616_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101731607_K46069_F1B04-614_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101732642_K46030_F1B04-612_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101734719_K45950_F1B04-608_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101735750_K45910_F1B04-606_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101736780_K45871_F1B04-604_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101737815_K45831_F1B04-602_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101737815_K45831_F1B04-602_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101738847_K45791_F1B04-600_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101739882_K45752_F1B04-598_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101740959_K45712_F1B04-596_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,1
101741984_K45671_F1B04-594_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101743097_K45633_F1B04-592_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101744188_K45591_F1B04-590_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101745313_K45552_F1B04-588_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101746409_K45511_F1B04-586_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101747520_K45471_F1B04-584_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101748650_K45431_F1B04-582_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101750467_K45357_F1B04-576a_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101751403_K45325_F1B04-574a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0714149733915681,0.0,3
101752397_K45296_F1B04-574_1_21.jpg,CBVPM,6,no_overlapping_detection,0.06087039597761306,0.0,3
101753624_K45260_F1B04-572_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,15
101754849_K45219_F1B04-570_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101756076_K45180_F1B04-568_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101757382_K45141_F1B04-566_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101758791_K45101_F1B04-564_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101801521_K45021_F1B04-560_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
101804152_K44950_F1B04-556_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101805480_K44915_F1B04-554_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101806836_K44878_F1B04-550a_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101811980_K44742_F1B04-544_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101813413_K44706_F1B04-542_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
101815823_K44632_F1B04-538_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101817058_K44568_F1B04-534_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101818205_K44566_F1B04-532a_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101819557_K44533_F1B04-532_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101820848_K44492_F1B04-530_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,4
101822106_K44453_F1B04-528_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101823350_K44413_F1B04-526_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101824554_K44373_F1B04-524_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101825777_K44333_F1B04-522_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101826982_K44292_F1B04-520_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101831463_K44133_F1B04-512_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101832522_K44091_F1B04-510_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101833610_K44052_F1B04-508_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101834706_K44012_F1B04-506_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101835776_K43972_F1B04-504_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101836892_K43933_F1B04-502_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101837965_K43891_F1B04-500_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
101839039_K43852_F1B04-498_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101840124_K43812_F1B04-496_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101841242_K43772_F1B04-494_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101843371_K43691_F1B04-490_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101844264_K43652_F1B04-488_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
101845167_K43618_F1B04-484a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
101845983_K43588_F1B04-484_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,-1
101848099_K43520_F1B04-480_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
101851060_K43409_F1B04-474_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
101852180_K43374_F1B04-472_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
101855576_K43257_F1B04-466_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102136760_K37386_F1B04-158_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102141032_K37107_F1B04-144_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,3
102143329_K37061_F1B04-142_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,3
102147116_K36931_F1B04-136_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,-1
102148448_K36886_F1B04-134_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102148448_K36886_F1B04-134_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102149823_K36843_F1B04-132_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0180022374964005,0.0,14
102149823_K36843_F1B04-132_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102151085_K36796_F1B04-130_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
102152561_K36756_F1B04-128_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102152561_K36756_F1B04-128_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102154085_K36711_F1B04-126_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102155711_K36666_F1B04-124_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
102157406_K36621_F1B04-122_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,15
102159151_K36580_F1B04-120_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102202043_K36499_F1B04-116_1_21.jpg,CBHPM,5,overlapped_by_wrong_class_or_location,0.2453365266920249,0.0,12
102210404_K36332_F1B04-106_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102215265_K36263_F1B04-100_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102219624_K36201_F1B04-096_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102219624_K36201_F1B04-096_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102222766_K36167_F1B04-094_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102437078_K35681_F1B04-070_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102440626_K35606_F1B04-066_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102441869_K35581_F1B04-064_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,15
102444924_K35515_F1B04-060_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102451264_K35360_F1B04-052_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,3
102451264_K35360_F1B04-052_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,3
102452762_K35320_F1B04-050_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102454252_K35280_F1B04-048_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102500130_K35105_F1B04-040_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,15
102502978_K35015_F1B04-036_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102504351_K34970_F1B04-034_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102505713_K34925_F1B04-032_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102507045_K34880_F1B04-030_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102509637_K34790_F1B04-026_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102510929_K34745_F1B04-024_1_21.jpg,CBVPM,6,misclassified,0.5667134544827015,0.0,1
102512168_K34700_F1B04-022_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
102512168_K34700_F1B04-022_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,12
102513402_K34655_F1B04-020_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102515765_K34569_F1B04-016_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,15
102517029_K34524_F1B04-014_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102518298_K34478_F1B04-012_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102518298_K34478_F1B04-012_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102520714_K34391_F1B04-008_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102521928_K34389_F1B04-006b_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102521928_K34389_F1B04-006b_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102523136_K34347_F1B04-006_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102524270_K34345_F1B04-004a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102525395_K34259_F1B03-558a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102525395_K34259_F1B03-558a_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102526554_K34221_F1B03-558_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102526554_K34221_F1B03-558_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102529006_K34179_F1B03-554a_1_21.jpg,CBVPM,6,overlapped_by_wrong_class_or_location,0.46528910680418584,0.0,1
102530190_K34141_F1B03-554_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102531517_K34092_F1B03-550a_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102532850_K34053_F1B03-550_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102534092_K34006_F1B03-548_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102535197_K33961_F1B03-546_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102542885_K33678_F1B03-532_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,14
102559345_K33068_F1B03-500_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,12
102600413_K33028_F1B03-498_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102601483_K32988_F1B03-496_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,13
102602637_K32948_F1B03-494_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
102603705_K32908_F1B03-492_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,4
102605816_K32826_F1B03-488_1_21.jpg,CBVPM,6,no_overlapping_detection,0.0,0.0,14
102606888_K32786_F1B03-486_1_21.jpg,CBHPM,5,no_overlapping_detection,0.0,0.0,13
